endpoint_key,json_path,observed_type,business_category,destination
prime-contracts,$.architect.id,integer,identity,column:primary
prime-contracts,$.architect.login,string,person,column:primary
prime-contracts,$.architect.name,string,title,column:primary
prime-contracts,$.attachments,array,attachment,sidecar:primary
prime-contracts,$.contract_date,null,date,column:primary
prime-contracts,$.contract_estimated_completion_date,null,date,column:primary
prime-contracts,$.contract_start_date,null,date,column:primary
prime-contracts,$.contract_termination_date,null,date,column:primary
prime-contracts,$.contractor,object,company,structural
prime-contracts,$.contractor.abbreviated_name,null,title,column:primary
prime-contracts,$.contractor.address,string,other,sidecar:primary
prime-contracts,$.contractor.attachments,array,attachment,sidecar:primary
prime-contracts,$.contractor.authorized_bidder,boolean,person,column:primary
prime-contracts,$.contractor.business_phone,string,other,sidecar:primary
prime-contracts,$.contractor.business_register,null,other,sidecar:primary
prime-contracts,$.contractor.city,string,other,sidecar:primary
prime-contracts,$.contractor.company,string,company,column:primary
prime-contracts,$.contractor.connected_to_company_id,null,identity,column:primary
prime-contracts,$.contractor.country_code,string,identity,column:primary
prime-contracts,$.contractor.created_at,string,date,column:primary
prime-contracts,$.contractor.email_address,string,person,column:primary
prime-contracts,$.contractor.fax_number,string,identity,column:primary
prime-contracts,$.contractor.id,integer,identity,column:primary
prime-contracts,$.contractor.is_active,boolean,other,sidecar:primary
prime-contracts,$.contractor.is_connected,boolean,other,sidecar:primary
prime-contracts,$.contractor.labor_union,string,other,sidecar:primary
prime-contracts,$.contractor.license_number,string,identity,column:primary
prime-contracts,$.contractor.logo,string,other,sidecar:primary
prime-contracts,$.contractor.mobile_phone,null,other,sidecar:primary
prime-contracts,$.contractor.name,string,title,column:primary
prime-contracts,$.contractor.non_union_prevailing_wage,boolean,other,sidecar:primary
prime-contracts,$.contractor.notes,null,title,column:primary
prime-contracts,$.contractor.origin_code,string,identity,column:primary
prime-contracts,$.contractor.origin_data,null,other,sidecar:primary
prime-contracts,$.contractor.origin_id,string,identity,column:primary
prime-contracts,$.contractor.prequalified,boolean,other,sidecar:primary
prime-contracts,$.contractor.primary_contact,null,person,column:primary
prime-contracts,$.contractor.project_ids,array,other,sidecar:primary
prime-contracts,$.contractor.project_ids[],integer,other,structural
prime-contracts,$.contractor.state_code,string,identity,column:primary
prime-contracts,$.contractor.union_member,boolean,person,column:primary
prime-contracts,$.contractor.updated_at,string,date,column:primary
prime-contracts,$.contractor.uuid,string,identity,column:primary
prime-contracts,$.contractor.vendor_group,null,company,column:primary
prime-contracts,$.contractor.website,string,other,sidecar:primary
prime-contracts,$.contractor.zip,string,other,sidecar:primary
prime-contracts,$.created_at,string,date,column:primary
prime-contracts,$.created_by,object,person,structural
prime-contracts,$.created_by.id,integer,identity,column:primary
prime-contracts,$.created_by.login,string,person,column:primary
prime-contracts,$.created_by.name,string,title,column:primary
prime-contracts,$.currency_configuration,object,money,structural
prime-contracts,$.currency_configuration.currency_iso_code,null,identity,column:primary
prime-contracts,$.custom_fields,object,custom_field,structural
prime-contracts,$.deleted_at,null,date,column:primary
prime-contracts,$.description,string,title,column:primary
prime-contracts,$.draft_change_orders_amount,string,money,column:primary
prime-contracts,$.exclusions,null,other,column:primary
prime-contracts,$.executed,boolean,status,column:primary
prime-contracts,$.execution_date,null,date,column:primary
prime-contracts,$.grand_total,string,money,column:primary
prime-contracts,$.has_change_order_packages,boolean,other,column:primary
prime-contracts,$.has_potential_change_orders,boolean,other,column:primary
prime-contracts,$.id,integer,identity,column:primary
prime-contracts,$.inclusions,null,other,column:primary
prime-contracts,$.issued_on_date,null,date,column:primary
prime-contracts,$.letter_of_intent_date,null,date,column:primary
prime-contracts,$.number,string,identity,column:primary
prime-contracts,$.origin_code,null,identity,column:primary
prime-contracts,$.origin_data,string,other,column:primary
prime-contracts,$.origin_id,string,identity,column:primary
prime-contracts,$.original_substantial_completion_date,null,date,column:primary
prime-contracts,$.outstanding_balance,string,money,column:primary
prime-contracts,$.owner_invoices_amount,string,money,column:primary
prime-contracts,$.pending_change_orders_amount,string,money,column:primary
prime-contracts,$.pending_revised_contract_amount,string,money,column:primary
prime-contracts,$.percentage_paid,string,money,column:primary
prime-contracts,$.private,boolean,status,column:primary
prime-contracts,$.retainage_percent,string,money,column:primary
prime-contracts,$.returned_date,null,date,column:primary
prime-contracts,$.revised_contract_amount,string,money,column:primary
prime-contracts,$.show_line_items_to_non_admins,null,other,column:primary
prime-contracts,$.signed_contract_received_date,null,date,column:primary
prime-contracts,$.status,string,status,column:primary
prime-contracts,$.substantial_completion_date,null,date,column:primary
prime-contracts,$.title,string,title,column:primary
prime-contracts,$.total_payments,string,money,column:primary
prime-contracts,$.updated_at,string,date,column:primary
prime-contracts,$.vendor,object,company,structural
prime-contracts,$.vendor.abbreviated_name,null,title,column:primary
prime-contracts,$.vendor.address,string,other,sidecar:primary
prime-contracts,$.vendor.attachments,array,attachment,sidecar:primary
prime-contracts,$.vendor.authorized_bidder,boolean,person,column:primary
prime-contracts,$.vendor.business_phone,string,other,sidecar:primary
prime-contracts,$.vendor.business_register,null,other,sidecar:primary
prime-contracts,$.vendor.city,string,other,sidecar:primary
prime-contracts,$.vendor.company,string,company,column:primary
prime-contracts,$.vendor.connected_to_company_id,null,identity,column:primary
prime-contracts,$.vendor.country_code,string,identity,column:primary
prime-contracts,$.vendor.created_at,string,date,column:primary
prime-contracts,$.vendor.email_address,string,person,column:primary
prime-contracts,$.vendor.fax_number,null,identity,column:primary
prime-contracts,$.vendor.id,integer,identity,column:primary
prime-contracts,$.vendor.is_active,boolean,other,sidecar:primary
prime-contracts,$.vendor.is_connected,boolean,other,sidecar:primary
prime-contracts,$.vendor.labor_union,string,other,sidecar:primary
prime-contracts,$.vendor.license_number,string,identity,column:primary
prime-contracts,$.vendor.logo,null,other,sidecar:primary
prime-contracts,$.vendor.mobile_phone,null,other,sidecar:primary
prime-contracts,$.vendor.name,string,title,column:primary
prime-contracts,$.vendor.non_union_prevailing_wage,boolean,other,sidecar:primary
prime-contracts,$.vendor.notes,null,title,column:primary
prime-contracts,$.vendor.origin_code,null,identity,column:primary
prime-contracts,$.vendor.origin_data,null,other,sidecar:primary
prime-contracts,$.vendor.origin_id,null,identity,column:primary
prime-contracts,$.vendor.prequalified,boolean,other,sidecar:primary
prime-contracts,$.vendor.primary_contact,null,person,column:primary
prime-contracts,$.vendor.project_ids,array,other,sidecar:primary
prime-contracts,$.vendor.project_ids[],integer,other,structural
prime-contracts,$.vendor.state_code,string,identity,column:primary
prime-contracts,$.vendor.union_member,boolean,person,column:primary
prime-contracts,$.vendor.updated_at,string,date,column:primary
prime-contracts,$.vendor.uuid,string,identity,column:primary
prime-contracts,$.vendor.vendor_group,null,company,column:primary
prime-contracts,$.vendor.website,string,other,sidecar:primary
prime-contracts,$.vendor.zip,string,other,sidecar:primary
projects,$,object,other,structural
projects,$.accounting_project_number,string,identity,column:primary
projects,$.active,boolean,other,column:primary
projects,$.address,string,other,column:primary
